1, private, terralith:alpha_islands, MONSTER, minecraft:spider, 80, 4, 4
3575, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:spider, 80, 4, 4
3576, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:zombie, 80, 4, 4
3577, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:zombie_villager, 25, 1, 1
3578, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:skeleton, 80, 4, 4
3579, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:slime, 80, 4, 4
3580, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:enderman, 10, 1, 4
3581, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:witch, 5, 1, 1
3582, taiga, minecraft:old_growth_pine_taiga, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
3583, taiga, minecraft:old_growth_pine_taiga, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
3584, taiga, minecraft:old_growth_pine_taiga, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
3585, taiga, minecraft:old_growth_pine_taiga, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
3586, taiga, minecraft:old_growth_pine_taiga, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
3587, taiga, minecraft:old_growth_pine_taiga, MONSTER, majruszsdifficulty:cursed_armor, 30, 1, 3
3588, taiga, minecraft:old_growth_pine_taiga, MONSTER, tconstruct:earth_slime, 80, 2, 4
3589, taiga, minecraft:old_growth_pine_taiga, MONSTER, majruszsdifficulty:illusioner, 8, 1, 1
3590, taiga, minecraft:old_growth_pine_taiga, MONSTER, tconstruct:sky_slime, 80, 2, 4
3591, taiga, minecraft:old_growth_pine_taiga, MONSTER, creeperoverhaul:spruce_creeper, 75, 2, 2
3592, taiga, minecraft:old_growth_pine_taiga, MONSTER, majruszsdifficulty:tank, 5, 1, 1
3593, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:sheep, 12, 4, 4
3594, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:pig, 10, 4, 4
3595, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:chicken, 10, 4, 4
3596, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:cow, 8, 4, 4
3597, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:wolf, 8, 2, 2
3598, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:rabbit, 5, 2, 3
3599, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:fox, 8, 1, 2
3600, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:wolf, 8, 4, 4
3601, taiga, minecraft:old_growth_pine_taiga, CREATURE, naturalist:bear, 8, 1, 2
3602, taiga, minecraft:old_growth_pine_taiga, CREATURE, naturalist:bluejay, 8, 1, 4
3603, taiga, minecraft:old_growth_pine_taiga, CREATURE, distantfriends:friend, 20, 1, 2
3604, taiga, minecraft:old_growth_pine_taiga, AMBIENT, minecraft:bat, 10, 8, 8
3605, taiga, minecraft:old_growth_pine_taiga, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3606, taiga, minecraft:old_growth_pine_taiga, WATER_AMBIENT, tide:bluegill, 10, 2, 3
3607, taiga, minecraft:old_growth_pine_taiga, WATER_AMBIENT, tide:catfish, 8, 2, 2
3608, taiga, minecraft:old_growth_pine_taiga, WATER_AMBIENT, tide:clayfish, 6, 1, 2
3609, taiga, minecraft:old_growth_pine_taiga, WATER_AMBIENT, tide:pike, 8, 2, 2
3610, taiga, minecraft:old_growth_pine_taiga, WATER_AMBIENT, tide:trout, 10, 2, 3
3611, taiga, minecraft:old_growth_pine_taiga, WATER_AMBIENT, tide:yellow_perch, 10, 2, 3
3612, taiga, minecraft:old_growth_pine_taiga, RASCALS, friendsandfoes:rascal, 5, 1, 1
3613, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:spider, 80, 4, 4
3614, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:zombie, 80, 4, 4
3615, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:zombie_villager, 5, 1, 1
3616, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:skeleton, 80, 4, 4
3617, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:slime, 80, 4, 4
3618, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:enderman, 10, 1, 4
3619, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:witch, 5, 1, 1
3620, taiga, minecraft:old_growth_spruce_taiga, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
3621, taiga, minecraft:old_growth_spruce_taiga, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
3622, taiga, minecraft:old_growth_spruce_taiga, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
3623, taiga, minecraft:old_growth_spruce_taiga, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
3624, taiga, minecraft:old_growth_spruce_taiga, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
3625, taiga, minecraft:old_growth_spruce_taiga, MONSTER, majruszsdifficulty:cursed_armor, 30, 1, 3
3626, taiga, minecraft:old_growth_spruce_taiga, MONSTER, tconstruct:earth_slime, 80, 2, 4
3627, taiga, minecraft:old_growth_spruce_taiga, MONSTER, majruszsdifficulty:illusioner, 8, 1, 1
3628, taiga, minecraft:old_growth_spruce_taiga, MONSTER, tconstruct:sky_slime, 80, 2, 4
3629, taiga, minecraft:old_growth_spruce_taiga, MONSTER, creeperoverhaul:spruce_creeper, 75, 2, 2
3630, taiga, minecraft:old_growth_spruce_taiga, MONSTER, majruszsdifficulty:tank, 5, 1, 1
3631, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:sheep, 12, 4, 4
3632, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:pig, 10, 4, 4
3633, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:chicken, 10, 4, 4
3634, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:cow, 8, 4, 4
3635, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:wolf, 8, 4, 4
3636, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:rabbit, 5, 2, 3
3637, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:fox, 8, 1, 2
3638, taiga, minecraft:old_growth_spruce_taiga, CREATURE, naturalist:bear, 8, 1, 2
3639, taiga, minecraft:old_growth_spruce_taiga, CREATURE, naturalist:bluejay, 8, 1, 4
3640, taiga, minecraft:old_growth_spruce_taiga, CREATURE, distantfriends:friend, 20, 1, 2
3641, taiga, minecraft:old_growth_spruce_taiga, AMBIENT, minecraft:bat, 10, 8, 8
3642, taiga, minecraft:old_growth_spruce_taiga, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3643, taiga, minecraft:old_growth_spruce_taiga, WATER_AMBIENT, tide:bluegill, 10, 2, 3
3644, taiga, minecraft:old_growth_spruce_taiga, WATER_AMBIENT, tide:catfish, 8, 2, 2
3645, taiga, minecraft:old_growth_spruce_taiga, WATER_AMBIENT, tide:clayfish, 6, 1, 2
3646, taiga, minecraft:old_growth_spruce_taiga, WATER_AMBIENT, tide:pike, 8, 2, 2
3647, taiga, minecraft:old_growth_spruce_taiga, WATER_AMBIENT, tide:trout, 10, 2, 3
3648, taiga, minecraft:old_growth_spruce_taiga, WATER_AMBIENT, tide:yellow_perch, 10, 2, 3
3649, taiga, minecraft:old_growth_spruce_taiga, RASCALS, friendsandfoes:rascal, 5, 1, 1
3650, nether, betternether:old_swampland, MONSTER, minecraft:ghast, 5, 4, 4
3651, nether, betternether:old_swampland, MONSTER, minecraft:zombified_piglin, 5, 4, 4
3652, nether, betternether:old_swampland, MONSTER, minecraft:magma_cube, 40, 4, 4
3653, nether, betternether:old_swampland, MONSTER, betternether:skull, 5, 2, 4
3654, nether, betternether:old_swampland, MONSTER, minecraft:enderman, 5, 4, 4
3655, nether, betternether:old_swampland, MONSTER, minecraft:piglin, 5, 4, 4
3656, nether, betternether:old_swampland, MONSTER, minecraft:hoglin, 5, 1, 2
3657, nether, betternether:old_swampland, MONSTER, betternether:naga, 8, 3, 5
3658, nether, betternether:old_swampland, MONSTER, betternether:jungle_skeleton, 5, 2, 4
3659, nether, betternether:old_swampland, MONSTER, minecraft:piglin_brute, 5, 1, 1
3660, nether, betternether:old_swampland, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
3661, nether, betternether:old_swampland, MONSTER, majruszsdifficulty:cerberus, 5, 1, 1
3662, nether, betternether:old_swampland, CREATURE, minecraft:strider, 40, 1, 2
3663, nether, betternether:old_swampland, AMBIENT, betternether:firefly, 5, 1, 3
3664, nether, betternether:old_swampland, AMBIENT, betternether:hydrogen_jellyfish, 5, 2, 6
3665, nether, betternether:old_swampland, AMBIENT, betternether:flying_pig, 5, 2, 4
3666, nether, betternether:old_warped_woods, MONSTER, minecraft:ghast, 5, 4, 4
3667, nether, betternether:old_warped_woods, MONSTER, minecraft:zombified_piglin, 5, 4, 4
3668, nether, betternether:old_warped_woods, MONSTER, minecraft:magma_cube, 5, 4, 4
3669, nether, betternether:old_warped_woods, MONSTER, betternether:skull, 5, 2, 4
3670, nether, betternether:old_warped_woods, MONSTER, minecraft:enderman, 5, 4, 4
3671, nether, betternether:old_warped_woods, MONSTER, minecraft:piglin, 5, 4, 4
3672, nether, betternether:old_warped_woods, MONSTER, minecraft:hoglin, 5, 1, 2
3673, nether, betternether:old_warped_woods, MONSTER, betternether:naga, 8, 3, 5
3674, nether, betternether:old_warped_woods, MONSTER, betternether:jungle_skeleton, 5, 2, 4
3675, nether, betternether:old_warped_woods, MONSTER, minecraft:piglin_brute, 5, 1, 1
3676, nether, betternether:old_warped_woods, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
3677, nether, betternether:old_warped_woods, MONSTER, majruszsdifficulty:cerberus, 5, 1, 1
3678, nether, betternether:old_warped_woods, CREATURE, minecraft:strider, 60, 1, 2
3679, nether, betternether:old_warped_woods, AMBIENT, betternether:firefly, 5, 1, 3
3680, nether, betternether:old_warped_woods, AMBIENT, betternether:hydrogen_jellyfish, 5, 2, 6
3681, nether, betternether:old_warped_woods, AMBIENT, betternether:flying_pig, 5, 2, 4
3682, private, terralith:orchid_swamp, MONSTER, minecraft:spider, 80, 4, 4
3683, private, terralith:orchid_swamp, MONSTER, minecraft:zombie, 80, 4, 4
3684, private, terralith:orchid_swamp, MONSTER, minecraft:zombie_villager, 5, 1, 1
3685, private, terralith:orchid_swamp, MONSTER, minecraft:skeleton, 80, 4, 4
3686, private, terralith:orchid_swamp, MONSTER, minecraft:slime, 80, 4, 4
3687, private, terralith:orchid_swamp, MONSTER, minecraft:witch, 5, 1, 1
3688, private, terralith:orchid_swamp, MONSTER, minecraft:slime, 5, 1, 1
3689, private, terralith:orchid_swamp, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
3690, private, terralith:orchid_swamp, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
3691, private, terralith:orchid_swamp, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
3692, private, terralith:orchid_swamp, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
3693, private, terralith:orchid_swamp, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
3694, private, terralith:orchid_swamp, MONSTER, endermanoverhaul:cave_enderman, 5, 1, 2
3695, private, terralith:orchid_swamp, MONSTER, majruszsdifficulty:cursed_armor, 30, 1, 3
3696, private, terralith:orchid_swamp, MONSTER, tconstruct:earth_slime, 80, 2, 4
3697, private, terralith:orchid_swamp, MONSTER, endermanoverhaul:flower_fields_enderman, 5, 1, 2
3698, private, terralith:orchid_swamp, MONSTER, majruszsdifficulty:illusioner, 8, 1, 1
3699, private, terralith:orchid_swamp, MONSTER, tconstruct:sky_slime, 80, 2, 4
3700, private, terralith:orchid_swamp, MONSTER, creeperoverhaul:swamp_creeper, 75, 2, 2
3701, private, terralith:orchid_swamp, MONSTER, endermanoverhaul:swamp_enderman, 10, 1, 4
3702, private, terralith:orchid_swamp, MONSTER, majruszsdifficulty:tank, 5, 1, 1
3703, private, terralith:orchid_swamp, CREATURE, minecraft:frog, 25, 1, 2
3704, private, terralith:orchid_swamp, CREATURE, naturalist:alligator, 15, 1, 2
3705, private, terralith:orchid_swamp, CREATURE, naturalist:butterfly, 20, 3, 5
3706, private, terralith:orchid_swamp, CREATURE, naturalist:cardinal, 8, 1, 4
3707, private, terralith:orchid_swamp, CREATURE, naturalist:dragonfly, 8, 2, 3
3708, private, terralith:orchid_swamp, CREATURE, naturalist:duck, 15, 1, 3
3709, private, terralith:orchid_swamp, CREATURE, distantfriends:friend, 20, 1, 2
3710, private, terralith:orchid_swamp, CREATURE, naturalist:lizard, 15, 1, 2
3711, private, terralith:orchid_swamp, CREATURE, naturalist:snail, 5, 1, 3
3712, private, terralith:orchid_swamp, CREATURE, naturalist:snake, 5, 1, 1
3713, private, terralith:orchid_swamp, CREATURE, naturalist:tortoise, 6, 1, 3
3714, private, terralith:orchid_swamp, AMBIENT, minecraft:bat, 10, 8, 8
3715, private, terralith:orchid_swamp, AMBIENT, naturalist:firefly, 80, 2, 3
3716, private, terralith:orchid_swamp, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3717, private, terralith:orchid_swamp, WATER_AMBIENT, naturalist:bass, 8, 4, 4
3718, private, terralith:orchid_swamp, WATER_AMBIENT, tide:bass, 10, 2, 3
3719, private, terralith:orchid_swamp, WATER_AMBIENT, tide:bluegill, 10, 2, 3
3720, private, terralith:orchid_swamp, WATER_AMBIENT, naturalist:catfish, 5, 1, 1
3721, private, terralith:orchid_swamp, WATER_AMBIENT, tide:guppy, 10, 2, 4
3722, private, terralith:orchid_swamp, WATER_AMBIENT, tide:mint_carp, 10, 2, 3
3723, private, terralith:orchid_swamp, WATER_AMBIENT, tide:pike, 8, 2, 2
3724, private, terralith:orchid_swamp, WATER_AMBIENT, tide:yellow_perch, 10, 2, 3
3725, private, terralith:orchid_swamp, RASCALS, friendsandfoes:rascal, 5, 1, 1
3726, private, betterend:painted_mountains, MONSTER, minecraft:enderman, 50, 1, 2
3727, private, betterend:painted_mountains, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
3728, private, betterend:painted_mountains, MONSTER, endermanoverhaul:end_enderman, 5, 1, 2
3729, private, betterend:painted_mountains, MONSTER, endermanoverhaul:end_islands_enderman, 5, 1, 1
3730, private, betterend:painted_mountains, MONSTER, tconstruct:ender_slime, 10, 2, 4
3731, badlands, terralith:painted_mountains, MONSTER, minecraft:spider, 80, 4, 4
3732, badlands, terralith:painted_mountains, MONSTER, minecraft:zombie, 80, 4, 4
3733, badlands, terralith:painted_mountains, MONSTER, minecraft:zombie_villager, 5, 1, 1
3734, badlands, terralith:painted_mountains, MONSTER, minecraft:skeleton, 80, 4, 4
3735, badlands, terralith:painted_mountains, MONSTER, minecraft:slime, 80, 4, 4
3736, badlands, terralith:painted_mountains, MONSTER, minecraft:witch, 5, 1, 1
3737, badlands, terralith:painted_mountains, MONSTER, creeperoverhaul:badlands_creeper, 75, 2, 2
3738, badlands, terralith:painted_mountains, MONSTER, endermanoverhaul:badlands_enderman, 10, 1, 4
3739, badlands, terralith:painted_mountains, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
3740, badlands, terralith:painted_mountains, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
3741, badlands, terralith:painted_mountains, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
3742, badlands, terralith:painted_mountains, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
3743, badlands, terralith:painted_mountains, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
3744, badlands, terralith:painted_mountains, MONSTER, endermanoverhaul:cave_enderman, 5, 1, 2
3745, badlands, terralith:painted_mountains, MONSTER, majruszsdifficulty:cursed_armor, 30, 1, 3
3746, badlands, terralith:painted_mountains, MONSTER, tconstruct:earth_slime, 80, 2, 4
3747, badlands, terralith:painted_mountains, MONSTER, majruszsdifficulty:illusioner, 8, 1, 1
3748, badlands, terralith:painted_mountains, MONSTER, tconstruct:sky_slime, 80, 2, 4
3749, badlands, terralith:painted_mountains, MONSTER, majruszsdifficulty:tank, 5, 1, 1
3750, badlands, terralith:painted_mountains, CREATURE, minecraft:goat, 5, 1, 3
3751, badlands, terralith:painted_mountains, CREATURE, naturalist:bluejay, 8, 1, 4
3752, badlands, terralith:painted_mountains, CREATURE, naturalist:canary, 8, 1, 4
3753, badlands, terralith:painted_mountains, CREATURE, distantfriends:friend, 20, 1, 2
3754, badlands, terralith:painted_mountains, CREATURE, friendsandfoes:mauler, 16, 1, 1
3755, badlands, terralith:painted_mountains, CREATURE, naturalist:rattlesnake, 5, 1, 1
3756, badlands, terralith:painted_mountains, CREATURE, naturalist:robin, 8, 1, 4
3757, badlands, terralith:painted_mountains, CREATURE, naturalist:snail, 5, 1, 3
3758, badlands, terralith:painted_mountains, CREATURE, naturalist:vulture, 15, 2, 4
3759, badlands, terralith:painted_mountains, AMBIENT, minecraft:bat, 10, 8, 8
3760, badlands, terralith:painted_mountains, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3761, badlands, terralith:painted_mountains, WATER_AMBIENT, tide:bass, 10, 2, 3
3762, badlands, terralith:painted_mountains, WATER_AMBIENT, tide:bluegill, 10, 2, 3
3763, badlands, terralith:painted_mountains, WATER_AMBIENT, tide:guppy, 10, 2, 4
3764, badlands, terralith:painted_mountains, WATER_AMBIENT, tide:mint_carp, 10, 2, 3
3765, badlands, terralith:painted_mountains, WATER_AMBIENT, tide:pike, 8, 2, 2
3766, badlands, terralith:painted_mountains, WATER_AMBIENT, tide:yellow_perch, 10, 2, 3
3767, badlands, terralith:painted_mountains, RASCALS, friendsandfoes:rascal, 5, 1, 1
3768, plains, minecraft:plains, MONSTER, minecraft:spider, 80, 4, 4
3769, plains, minecraft:plains, MONSTER, minecraft:zombie, 80, 4, 4
3770, plains, minecraft:plains, MONSTER, minecraft:zombie_villager, 5, 1, 1
3771, plains, minecraft:plains, MONSTER, minecraft:skeleton, 80, 4, 4
3772, plains, minecraft:plains, MONSTER, minecraft:creeper, 80, 4, 4
3773, plains, minecraft:plains, MONSTER, minecraft:slime, 80, 4, 4
3774, plains, minecraft:plains, MONSTER, minecraft:enderman, 10, 1, 4
3775, plains, minecraft:plains, MONSTER, minecraft:witch, 5, 1, 1
3776, plains, minecraft:plains, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
3777, plains, minecraft:plains, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
3778, plains, minecraft:plains, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
3779, plains, minecraft:plains, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
3780, plains, minecraft:plains, MONSTER, majruszsdifficulty:cursed_armor, 30, 1, 3
3781, plains, minecraft:plains, MONSTER, tconstruct:earth_slime, 80, 2, 4
3782, plains, minecraft:plains, MONSTER, majruszsdifficulty:illusioner, 8, 1, 1
3783, plains, minecraft:plains, MONSTER, tconstruct:sky_slime, 80, 2, 4
3784, plains, minecraft:plains, MONSTER, majruszsdifficulty:tank, 5, 1, 1
3785, plains, minecraft:plains, CREATURE, minecraft:sheep, 12, 4, 4
3786, plains, minecraft:plains, CREATURE, minecraft:pig, 10, 4, 4
3787, plains, minecraft:plains, CREATURE, minecraft:chicken, 10, 4, 4
3788, plains, minecraft:plains, CREATURE, minecraft:cow, 8, 4, 4
3789, plains, minecraft:plains, CREATURE, minecraft:horse, 5, 1, 3
3790, plains, minecraft:plains, CREATURE, minecraft:donkey, 5, 1, 3
3791, plains, minecraft:plains, CREATURE, naturalist:butterfly, 20, 3, 5
3792, plains, minecraft:plains, CREATURE, distantfriends:friend, 20, 1, 2
3793, plains, minecraft:plains, CREATURE, naturalist:robin, 8, 1, 4
3794, plains, minecraft:plains, CREATURE, naturalist:snail, 5, 1, 3
3795, plains, minecraft:plains, CREATURE, naturalist:snake, 5, 1, 1
3796, plains, minecraft:plains, CREATURE, naturalist:sparrow, 8, 1, 4
3797, plains, minecraft:plains, AMBIENT, minecraft:bat, 10, 8, 8
3798, plains, minecraft:plains, AMBIENT, naturalist:firefly, 80, 2, 3
3799, plains, minecraft:plains, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3800, plains, minecraft:plains, WATER_AMBIENT, tide:bass, 10, 2, 3
3801, plains, minecraft:plains, WATER_AMBIENT, tide:bluegill, 10, 2, 3
3802, plains, minecraft:plains, WATER_AMBIENT, tide:catfish, 8, 2, 2
3803, plains, minecraft:plains, WATER_AMBIENT, tide:mint_carp, 10, 2, 3
3804, plains, minecraft:plains, WATER_AMBIENT, tide:pike, 8, 2, 2
3805, plains, minecraft:plains, WATER_AMBIENT, tide:trout, 10, 2, 3
3806, plains, minecraft:plains, WATER_AMBIENT, tide:yellow_perch, 10, 2, 3
3807, plains, minecraft:plains, RASCALS, friendsandfoes:rascal, 5, 1, 1
3808, private, the_bumblezone:pollinated_fields, MONSTER, minecraft:slime, 40, 1, 1
3809, private, the_bumblezone:pollinated_fields, MONSTER, minecraft:enderman, 5, 1, 1
3810, private, the_bumblezone:pollinated_fields, MONSTER, minecraft:phantom, 5, 1, 1
3811, private, the_bumblezone:pollinated_fields, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
3812, private, the_bumblezone:pollinated_fields, CREATURE, minecraft:bee, 50, 4, 8
3813, private, the_bumblezone:pollinated_fields, CREATURE, the_bumblezone:honey_slime, 40, 1, 3
3814, private, the_bumblezone:pollinated_fields, CREATURE, the_bumblezone:beehemoth, 5, 1, 1
3815, private, the_bumblezone:pollinated_fields, CREATURE, the_bumblezone:variant_bee, 5, 1, 2
3816, private, the_bumblezone:pollinated_pillar, MONSTER, minecraft:slime, 40, 1, 1
3817, private, the_bumblezone:pollinated_pillar, MONSTER, minecraft:spider, 5, 1, 1
3818, private, the_bumblezone:pollinated_pillar, MONSTER, minecraft:cave_spider, 5, 1, 1
3819, private, the_bumblezone:pollinated_pillar, MONSTER, minecraft:phantom, 5, 1, 1
3820, private, the_bumblezone:pollinated_pillar, CREATURE, minecraft:bee, 50, 4, 8
3821, private, the_bumblezone:pollinated_pillar, CREATURE, the_bumblezone:honey_slime, 40, 1, 3
3822, private, the_bumblezone:pollinated_pillar, CREATURE, the_bumblezone:beehemoth, 5, 1, 1
3823, private, the_bumblezone:pollinated_pillar, CREATURE, the_bumblezone:variant_bee, 5, 1, 2
3824, nether, betternether:poor_nether_grasslands, MONSTER, minecraft:ghast, 50, 4, 4
3825, nether, betternether:poor_nether_grasslands, MONSTER, minecraft:zombified_piglin, 80, 4, 4
3826, nether, betternether:poor_nether_grasslands, MONSTER, minecraft:magma_cube, 5, 4, 4
3827, nether, betternether:poor_nether_grasslands, MONSTER, betternether:skull, 5, 2, 4
3828, nether, betternether:poor_nether_grasslands, MONSTER, minecraft:enderman, 5, 4, 4
3829, nether, betternether:poor_nether_grasslands, MONSTER, minecraft:piglin, 15, 4, 4
3830, nether, betternether:poor_nether_grasslands, MONSTER, minecraft:hoglin, 5, 1, 2
3831, nether, betternether:poor_nether_grasslands, MONSTER, betternether:naga, 8, 3, 5
3832, nether, betternether:poor_nether_grasslands, MONSTER, betternether:jungle_skeleton, 5, 2, 4
3833, nether, betternether:poor_nether_grasslands, MONSTER, minecraft:piglin_brute, 5, 1, 1
3834, nether, betternether:poor_nether_grasslands, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
3835, nether, betternether:poor_nether_grasslands, MONSTER, majruszsdifficulty:cerberus, 5, 1, 1
3836, nether, betternether:poor_nether_grasslands, CREATURE, minecraft:strider, 60, 1, 2
3837, nether, betternether:poor_nether_grasslands, AMBIENT, betternether:firefly, 5, 1, 3
3838, nether, betternether:poor_nether_grasslands, AMBIENT, betternether:hydrogen_jellyfish, 5, 2, 6
3839, nether, betternether:poor_nether_grasslands, AMBIENT, betternether:flying_pig, 5, 2, 4
3840, private, spectrum:razor_edge, MONSTER, minecraft:zombie, 80, 4, 4
3841, private, spectrum:razor_edge, MONSTER, minecraft:skeleton, 80, 4, 4
3842, private, spectrum:razor_edge, MONSTER, minecraft:creeper, 80, 4, 4
3843, private, spectrum:razor_edge, MONSTER, minecraft:stray, 80, 4, 8
3844, private, spectrum:razor_edge, MONSTER, minecraft:phantom, 5, 1, 2
3845, private, spectrum:razor_edge, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
3846, private, spectrum:razor_edge, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
3847, private, spectrum:razor_edge, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
3848, private, spectrum:razor_edge, AMBIENT, minecraft:bat, 10, 8, 8
3849, private, terralith:red_oasis, MONSTER, minecraft:spider, 80, 4, 4
3850, private, terralith:red_oasis, MONSTER, minecraft:zombie, 19, 4, 4
3851, private, terralith:red_oasis, MONSTER, minecraft:zombie_villager, 5, 1, 1
3852, private, terralith:red_oasis, MONSTER, minecraft:skeleton, 80, 4, 4
3853, private, terralith:red_oasis, MONSTER, minecraft:creeper, 80, 4, 4
3854, private, terralith:red_oasis, MONSTER, minecraft:slime, 80, 4, 4
3855, private, terralith:red_oasis, MONSTER, minecraft:enderman, 10, 1, 4
3856, private, terralith:red_oasis, MONSTER, minecraft:witch, 5, 1, 1
3857, private, terralith:red_oasis, MONSTER, minecraft:husk, 80, 4, 4
3858, private, terralith:red_oasis, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
3859, private, terralith:red_oasis, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
3860, private, terralith:red_oasis, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
3861, private, terralith:red_oasis, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
3862, private, terralith:red_oasis, MONSTER, majruszsdifficulty:cursed_armor, 30, 1, 3
3863, private, terralith:red_oasis, MONSTER, tconstruct:earth_slime, 80, 2, 4
3864, private, terralith:red_oasis, MONSTER, majruszsdifficulty:illusioner, 8, 1, 1
3865, private, terralith:red_oasis, MONSTER, tconstruct:sky_slime, 80, 2, 4
3866, private, terralith:red_oasis, MONSTER, majruszsdifficulty:tank, 5, 1, 1
3867, private, terralith:red_oasis, CREATURE, minecraft:rabbit, 5, 2, 3
3868, private, terralith:red_oasis, CREATURE, distantfriends:friend, 20, 1, 2
3869, private, terralith:red_oasis, CREATURE, friendsandfoes:mauler, 16, 1, 1
3870, private, terralith:red_oasis, AMBIENT, minecraft:bat, 10, 8, 8
3871, private, terralith:red_oasis, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3872, private, terralith:red_oasis, WATER_AMBIENT, tide:bass, 10, 2, 3
3873, private, terralith:red_oasis, WATER_AMBIENT, tide:bluegill, 10, 2, 3
3874, private, terralith:red_oasis, WATER_AMBIENT, tide:guppy, 10, 2, 4
3875, private, terralith:red_oasis, WATER_AMBIENT, tide:mint_carp, 10, 2, 3
3876, private, terralith:red_oasis, WATER_AMBIENT, tide:pike, 8, 2, 2
3877, private, terralith:red_oasis, WATER_AMBIENT, tide:yellow_perch, 10, 2, 3
3878, private, terralith:red_oasis, RASCALS, friendsandfoes:rascal, 5, 1, 1
3879, river, minecraft:river, MONSTER, minecraft:spider, 80, 4, 4
3880, river, minecraft:river, MONSTER, minecraft:zombie, 80, 4, 4
